payment_id,order_id,payment_method,amount,payment_date,payment_status
PAY-0010046,ORD-0010046,PayPal,1558.0,2025-11-11,Completed
PAY-0006361,ORD-0006361,Credit Card,507.5,2026-06-02,Completed
PAY-0002980,ORD-0002980,Debit Card,1150.67,2026-08-02,Failed
PAY-0011623,ORD-0011623,Bank Transfer,519.85,2025-04-15,Refunded
PAY-0004836,ORD-0004836,Credit Card,1397.77,2025-05-12,Completed
PAY-0005702,ORD-0005702,Credit Card,678.86,2025-07-25,Refunded
PAY-0007336,ORD-0007336,Debit Card,234.4,2026-05-05,Failed
PAY-0001956,ORD-0001956,Credit Card,3473.97,2026-07-26,Completed
PAY-0010492,ORD-0010492,Debit Card,7033.75,2026-01-26,Pending
PAY-0004664,ORD-0004664,Credit Card,5378.6,2026-03-09,Failed
PAY-0009227,ORD-0009227,Gift Card,14.94,2025-11-13,Completed
PAY-0006534,ORD-0956168,Credit Card,914.93,2025-10-25,Failed
PAY-0005653,ORD-0005653,Gift Card,1108.44,2025-12-27,Completed
PAY-0011553,ORD-0011553,Gift Card,3663.35,2026-02-14,Completed
PAY-0004817,ORD-0004817,Credit Card,3205.67,2025-10-16,Failed
PAY-0011367,ORD-0011367,Gift Card,443.34,2025-12-29,Failed
PAY-0009227,ORD-0009227,Gift Card,14.94,2025-11-13,Completed
PAY-0009023,ORD-0009023,Gift Card,1764.18,2025-03-16,Completed
PAY-0008441,ORD-0931360,Credit Card,5841.32,2026-08-20,Failed
PAY-0009666,ORD-0009666,Credit Card,5536.29,2026-06-11,Failed
PAY-0010727,ORD-0010727,Bank Transfer,420.71,2026-06-30,Completed
PAY-0005086,ORD-0005086,Credit Card,1424.15,2026-05-17,Completed
PAY-0009652,ORD-0009652,Gift Card,1380.97,2026-07-29,Completed
PAY-0007069,ORD-0007069,PayPal,1844.71,2026-01-12,Completed
PAY-0002762,ORD-0002762,Gift Card,-922.04,2026-04-06,Completed
PAY-0005273,ORD-0005273,Credit Card,858.11,2026-08-26,Completed
PAY-0010399,ORD-0010399,Debit Card,3606.25,2026-09-02,Completed
PAY-0003167,ORD-0003167,Gift Card,2922.38,2025-11-19,Failed
PAY-0011495,ORD-0011495,Credit Card,507.46,"July 22, 2026",Completed
PAY-0001833,ORD-0001833,PayPal,1400.3,2026-01-09,Completed
PAY-0004303,ORD-0004303,PayPal,1938.82,2026-02-17,Completed
PAY-0008196,ORD-0008196,Debit Card,1748.97,2026-05-17,Pending
PAY-0007852,ORD-0007852,Credit Card,488.66,2025-03-13,Completed
PAY-0003265,ORD-0003265,Gift Card,701.6,2026-01-01,Completed
PAY-0008244,ORD-0008244,Credit Card,2071.37,2025-10-07,Completed
PAY-0011276,ORD-0011276,Credit Card,982.05,2025-06-06,Failed
PAY-0006070,ORD-0006070,Credit Card,966.49,2026-07-28,Completed
PAY-0010673,ORD-0010673,Debit Card,895.28,2024-07-03,Completed
PAY-0001015,ORD-0001015,PayPal,440.59,2026-01-12,Completed
PAY-0008510,ORD-0008510,Credit Card,873.43,2025-08-24,Failed
PAY-0009604,ORD-0009604,Credit Card,2911.04,2025-05-04,Completed
PAY-0006251,ORD-0006251,Debit Card,1447.78,2026-07-07,Failed
PAY-0001764,ORD-0001764,Credit Card,1768.24,2025-02-16,Completed
PAY-0011366,ORD-0011366,Debit Card,3977.79,2023-12-04,Failed
PAY-0010639,ORD-0010639,PayPal,2400.57,2026-07-12,Failed
PAY-0003247,ORD-0003247,Gift Card,3388.21,2025-12-27,Completed
PAY-0003641,ORD-0003641,Credit Card,1742.83,2025-07-03,Completed
PAY-0003972,ORD-0003972,Credit Card,2732.97,2025-09-07,Completed
PAY-0000220,ORD-0000220,Gift Card,3560.86,2024-10-29,Failed
PAY-0003110,ORD-0003110,Gift Card,510.19,2026-01-14,Completed
PAY-0003829,ORD-0003829,PayPal,5604.71,2025-12-06,Completed
PAY-0001184,ORD-0001184,Debit Card,3337.17,2026-06-25,Completed
PAY-0011730,ORD-0011730,Gift Card,376.85,2025-12-27,Completed
PAY-0011781,ORD-0011781,Debit Card,94.16,2025-07-05,Completed
PAY-0005058,ORD-0005058,Credit Card,736.36,2026-03-04,Completed
PAY-0008603,ORD-0008603,Debit Card,525.98,2026-08-14,Completed
PAY-0001057,ORD-0001057,PayPal,295.84,2025-07-08,Refunded
PAY-0007839,ORD-0007839,Credit Card,1174.17,2026-09-03,Refunded
PAY-0005140,ORD-0005140,PayPal,592.39,2026-01-29,Completed
PAY-0000978,ORD-0000978,Credit Card,1167.26,2025-01-20,Completed
PAY-0010592,ORD-0010592,Debit Card,948.24,27-Aug-2026,Completed
PAY-0003578,ORD-0003578,PayPal,773.33,2025-11-19,Failed
PAY-0001868,ORD-0001868,PayPal,120.78,2026-09-03,Completed
PAY-0002338,ORD-0002338,PayPal,887.3,2024-08-09,Completed
PAY-0006490,ORD-0006490,Credit Card,633.61,2026-02-28,Completed
PAY-0005516,ORD-0005516,Debit Card,1012.92,2025-11-13,Completed
PAY-0001711,ORD-0001711,Credit Card,2646.96,2026-01-26,Refunded
PAY-0002184,ORD-0002184,Bank Transfer,4414.64,2026-02-07,Completed
PAY-0004512,ORD-0004512,Credit Card,2193.47,2026-08-30,Failed
PAY-0002215,ORD-0002215,PayPal,100.88,24-Apr-2026,Completed
PAY-0005701,ORD-0005701,PayPal,1912.8,2024-06-19,Completed
PAY-0009305,ORD-0009305,Credit Card,1696.55,2026-08-26,Completed
PAY-0000865,ORD-0000865,PayPal,4059.4,2025-04-07,Completed
PAY-0007341,ORD-0007341,Credit Card,920.59,2026-05-14,Refunded
PAY-0005556,ORD-0005556,Debit Card,736.55,2023-12-02,Completed
PAY-0002603,ORD-0002603,Credit Card,3854.98,2026-08-18,Refunded
PAY-0009401,ORD-0009401,Debit Card,379.91,2025-12-09,Completed
PAY-0010242,ORD-0010242,PayPal,3635.11,2025-03-02,Completed
PAY-0011515,ORD-0011515,PayPal,814.6,2025-07-06,Completed
PAY-0003289,ORD-0003289,Debit Card,602.21,2026-07-20,Completed
PAY-0002626,ORD-0002626,Credit Card,3747.33,2024-02-10,Pending
PAY-0002424,ORD-0002424,Gift Card,1786.72,2024-07-07,Completed
PAY-0003183,ORD-0003183,Credit Card,4007.37,2026-09-04,Failed
PAY-0008519,ORD-0008519,Bank Transfer,1310.24,2025-09-07,Pending
PAY-0011512,ORD-0011512,Credit Card,2340.16,2026-06-18,Completed
PAY-0000389,ORD-0000389,Bank Transfer,423.3,2026-08-11,Refunded
PAY-0009458,ORD-0009458,Credit Card,692.69,2026-01-26,Failed
PAY-0011850,ORD-0011850,PayPal,6419.71,2025-09-02,Completed
PAY-0001297,ORD-0001297,Credit Card,3201.1,2025-12-13,Completed
PAY-0009303,ORD-0009303,PayPal,1756.54,2026-08-24,Completed
PAY-0007077,ORD-0007077,Credit Card,2281.49,2025-04-10,Completed
PAY-0011629,ORD-0011629,Credit Card,787.3,2025-07-25,Completed
PAY-0009882,ORD-0009882,,4544.89,2025-03-01,Completed
PAY-0000030,ORD-0000030,Gift Card,3102.64,2025-05-25,Refunded
PAY-0010774,ORD-0010774,Credit Card,230.72,2026-06-21,Completed
PAY-0009085,ORD-0009085,Credit Card,1975.9,2024-09-24,Completed
PAY-0009146,ORD-0009146,Credit Card,3948.81,2026-07-30,Completed
PAY-0003824,ORD-0003824,Credit Card,679.92,2025-08-04,Failed
PAY-0008593,ORD-0008593,Debit Card,767.57,2026-09-07,Completed
PAY-0008815,ORD-0008815,Credit Card,2727.81,2026-09-06,Completed
PAY-0001462,ORD-0001462,Debit Card,423.94,2025-11-27,Failed
PAY-0006886,ORD-0006886,Debit Card,82.94,2026-03-23,Completed
PAY-0000704,ORD-0000704,Gift Card,4048.5,2026-08-25,Completed
PAY-0000474,ORD-0000474,Credit Card,37.38,2026-03-11,Failed
PAY-0005823,ORD-0005823,Credit Card,158.92,2025-06-12,Pending
PAY-0002963,ORD-0002963,Credit Card,1700.24,2026-06-27,Completed
PAY-0003785,ORD-0003785,Credit Card,56.39,2026-08-03,Completed
PAY-0006291,ORD-0006291,PayPal,1050.57,2026-05-24,Completed
PAY-0000407,ORD-0000407,Credit Card,2715.28,08/25/2026,Completed
PAY-0009068,ORD-0009068,Debit Card,193.25,2025-12-17,Completed
PAY-0000243,ORD-0000243,Credit Card,3847.02,2026-03-02,Completed
PAY-0008634,ORD-0008634,Credit Card,881.0,2025-09-29,Completed
PAY-0001337,ORD-0001337,Gift Card,1734.02,2024-11-30,Completed
PAY-0010442,ORD-0010442,Credit Card,1435.42,2025-09-29,Failed
PAY-0004733,ORD-0004733,Debit Card,1233.01,2025-07-16,Failed
PAY-0006327,ORD-0006327,Credit Card,1325.1,2025-09-05,Completed
PAY-0000727,ORD-0000727,Gift Card,1359.02,2025-04-11,Completed
PAY-0004683,ORD-0004683,Debit Card,3102.92,2024-10-31,Completed
PAY-0006356,ORD-0006356,Gift Card,4900.59,2026-04-26,Failed
PAY-0003861,ORD-0003861,Credit Card,1464.41,2024-09-09,Refunded
PAY-0005088,ORD-0005088,Credit Card,1036.64,2026-06-24,Completed
PAY-0006807,ORD-0006807,Credit Card,4682.02,2026-07-24,Completed
PAY-0001619,ORD-0001619,PayPal,1743.84,2026-08-18,Failed
PAY-0011334,ORD-0011334,Debit Card,3438.05,2026-08-09,Refunded
PAY-0011152,ORD-0011152,,3506.45,2026-08-03,Completed
PAY-0006270,ORD-0006270,Bank Transfer,906.94,2025-11-07,Completed
PAY-0009664,ORD-0009664,Credit Card,1148.37,2026-07-02,Refunded
PAY-0007366,ORD-0007366,Debit Card,2508.08,2025-10-08,Pending
PAY-0007856,ORD-0007856,Credit Card,1662.35,"June 03, 2026",Failed
PAY-0008304,ORD-0008304,Credit Card,5221.32,2026-08-23,Completed
PAY-0006567,ORD-0006567,Credit Card,441.94,2025-04-15,Completed
PAY-0008923,ORD-0008923,Credit Card,1987.27,2026-08-17,Completed
PAY-0008526,ORD-0008526,Credit Card,1494.85,2025-02-04,Completed
PAY-0005415,ORD-0005415,PayPal,2686.08,2026-08-24,Completed
PAY-0010144,ORD-0010144,Gift Card,2513.6,2026-09-05,Refunded
PAY-0007217,ORD-0007217,PayPal,1930.0,2026-06-08,Completed
PAY-0002739,ORD-0002739,Credit Card,6537.72,2026-03-24,Pending
PAY-0004136,ORD-0004136,,-567.36,2025-09-06,Refunded
PAY-0008093,ORD-0008093,PayPal,2308.89,2026-06-04,Completed
PAY-0003479,ORD-0003479,Gift Card,1432.3,2025-03-15,Pending
PAY-0009489,ORD-0009489,Credit Card,345.82,2025-09-26,Pending
PAY-0008796,ORD-0008796,PayPal,1446.17,2025-02-17,Failed
PAY-0011011,ORD-0011011,,423.43,2026-08-10,Pending
PAY-0006620,ORD-0006620,Debit Card,827.5,2026-08-23,Completed
PAY-0000056,ORD-0000056,Credit Card,1249.69,2026-05-10,Completed
PAY-0009177,ORD-0009177,Credit Card,493.27,2026-03-05,Completed
PAY-0011830,ORD-0011830,PayPal,351.4,2025-05-26,Completed
PAY-0010871,ORD-0010871,Debit Card,1835.54,"February 15, 2026",Completed
PAY-0005102,ORD-0005102,Debit Card,3492.88,2025-12-21,Completed
PAY-0011571,ORD-0011571,Credit Card,1509.33,2026-04-30,Completed
PAY-0000314,ORD-0000314,Bank Transfer,2078.55,10-May-2026,Completed
PAY-0003254,ORD-0003254,PayPal,647.53,2026-02-15,Failed
PAY-0002096,ORD-0002096,Credit Card,3284.21,2026-07-08,Completed
PAY-0000274,ORD-0000274,Credit Card,1047.27,2026-06-22,Pending
PAY-0007722,ORD-0007722,Debit Card,1343.82,2026-06-16,Completed
PAY-0002586,ORD-0002586,PayPal,330.03,2026-02-03,Completed
PAY-0002843,ORD-0002843,Credit Card,1105.63,2026-05-03,Completed
PAY-0000690,ORD-0000690,Gift Card,2394.21,2025-11-22,Failed
PAY-0008604,ORD-0008604,Debit Card,1518.48,2026-03-03,Failed
PAY-0010239,ORD-0010239,Debit Card,2612.05,2026-07-11,Completed
PAY-0002759,ORD-0002759,Gift Card,196.88,2026-04-30,Completed
PAY-0007906,ORD-0007906,Credit Card,839.76,2025-10-01,Failed
PAY-0007798,ORD-0007798,Credit Card,480.07,2025-10-31,Completed
PAY-0006690,ORD-0006690,Credit Card,51.36,2026-08-23,Failed
PAY-0010662,ORD-0010662,PayPal,980.52,2026-02-24,Completed
PAY-0009138,ORD-0009138,Credit Card,2068.31,2024-10-10,Failed
PAY-0006110,ORD-0006110,Credit Card,873.65,2026-04-04,Failed
PAY-0002644,ORD-0002644,Debit Card,2479.1,2025-07-10,Failed
PAY-0001629,ORD-0001629,PayPal,817.65,2026-08-21,Completed
PAY-0006784,ORD-0006784,Gift Card,903.62,2025-01-29,Completed
PAY-0008691,ORD-0008691,Bank Transfer,2097.02,2025-11-08,Completed
PAY-0009240,ORD-0009240,Debit Card,4949.07abc,2024-08-01,Completed
PAY-0007896,ORD-0007896,Bank Transfer,342.39,2025-11-28,Failed
PAY-0008726,ORD-0008726,PayPal,2556.96,2026-06-03,Completed
PAY-0009428,ORD-0009428,Credit Card,1528.32,2026-08-14,Refunded
PAY-0009512,ORD-0009512,PayPal,106.46,2025-12-28,Completed
PAY-0010612,ORD-0010612,Credit Card,677.87,2026-05-25,Failed
PAY-0002413,ORD-0002413,Debit Card,-5377.46,2024-06-18,Completed
PAY-0000870,ORD-0962079,Credit Card,437.12,"February 24, 2026",Completed
PAY-0005174,ORD-0005174,Debit Card,2689.52,"July 12, 2024",Completed
PAY-0007962,ORD-0007962,Gift Card,3701.4,2026-08-05,Refunded
PAY-0007771,ORD-0983329,PayPal,1637.07,2026-07-24,Completed
PAY-0007435,ORD-0007435,Bank Transfer,306.72,2025-08-23,Pending
PAY-0009442,ORD-0009442,Bank Transfer,1740.68,2026-08-17,Completed
PAY-0003581,ORD-0003581,,2570.46,2026-08-05,Completed
PAY-0011517,ORD-0011517,Credit Card,17.26,2026-09-04,Refunded
PAY-0006386,ORD-0006386,Debit Card,6526.52,2026-01-27,Refunded
PAY-0004546,ORD-0004546,Debit Card,2381.49,2025-01-27,Completed
PAY-0001725,ORD-0001725,Gift Card,3981.32,2026-09-07,Failed
PAY-0003216,ORD-0003216,Credit Card,3380.01,04/14/2025,Completed
PAY-0010834,ORD-0010834,Bank Transfer,2627.71,2024-07-06,Pending
PAY-0009646,ORD-0009646,Credit Card,1020.05,2026-01-15,Pending
PAY-0000587,ORD-0000587,PayPal,unknown,2026-07-14,Completed
PAY-0011628,ORD-0011628,Debit Card,1300.24,2024-12-05,Failed
PAY-0000189,ORD-0000189,Debit Card,1587.02,2025-04-15,Completed
PAY-0010231,ORD-0010231,Credit Card,1260.74,2026-07-29,Pending
PAY-0003887,ORD-0003887,Gift Card,7692.43,2026-05-22,Completed
PAY-0009510,ORD-0009510,Credit Card,1075.49,2026-07-31,Completed
PAY-0008031,ORD-0008031,Credit Card,2602.5,2025-04-30,Failed
PAY-0004351,ORD-0004351,Debit Card,1469.26,2026-08-05,Failed
PAY-0006940,ORD-0006940,PayPal,2912.99,"March 27, 2026",Completed
PAY-0005724,ORD-0005724,Debit Card,7694.86,2024-07-21,Completed
PAY-0004999,ORD-0004999,Credit Card,1378.2,2026-05-17,Failed
PAY-0006216,ORD-0006216,Credit Card,947.16,2026-08-15,Completed
PAY-0011668,ORD-0011668,Credit Card,1540.53,2026-03-26,Failed
PAY-0009156,ORD-0009156,Debit Card,3033.44,2026-03-19,Completed
PAY-0003108,ORD-0003108,Debit Card,2656.67,2025-01-17,Completed
PAY-0010319,ORD-0010319,PayPal,1839.42,2026-06-30,Completed
PAY-0006557,ORD-0006557,PayPal,1007.3,2025-08-26,Refunded
PAY-0006950,ORD-0006950,Debit Card,4408.36,2026-08-18,Completed
PAY-0002314,ORD-0002314,Debit Card,2482.31,2025-12-22,Failed
PAY-0007161,ORD-0007161,Debit Card,549.72,2026-08-03,Completed
PAY-0008547,ORD-0008547,PayPal,555.46,2025-10-30,Completed
PAY-0011967,ORD-0011967,Debit Card,459.7,2025-11-13,Completed
PAY-0009247,ORD-0009247,Credit Card,668.52,06/22/2026,Completed
PAY-0010107,ORD-0010107,Credit Card,1914.13,2026-08-25,Completed
PAY-0002428,ORD-0917109,Debit Card,863.19,2025-01-07,Failed
PAY-0002562,ORD-0912692,Debit Card,565.65,2026-08-01,Pending
PAY-0002384,ORD-0002384,Debit Card,322.87,2026-08-15,Completed
PAY-0000267,ORD-0000267,Debit Card,-1114.74,2026-09-02,Refunded
PAY-0006847,ORD-0006847,,3433.26,2025-12-15,Completed
PAY-0011254,ORD-0011254,PayPal,1330.66,2024-08-20,Completed
PAY-0009448,ORD-0009448,Credit Card,7577.72,2024-03-22,Completed
PAY-0010891,ORD-0010891,PayPal,158.61,2026-08-14,Failed
PAY-0002310,ORD-0002310,,1037.62,2025-06-21,Failed
PAY-0007086,ORD-0007086,Credit Card,1120.15,2026-09-07,Completed
PAY-0008888,ORD-0008888,Credit Card,37.81,2026-03-30,Completed
PAY-0004640,ORD-0004640,Debit Card,2886.02,2024-09-29,Completed
PAY-0006716,ORD-0006716,Credit Card,1982.65,2026-03-10,Failed
PAY-0004425,ORD-0922692,Debit Card,940.16,2026-07-09,Completed
PAY-0011024,ORD-0011024,Credit Card,585.7,2026-07-25,Completed
PAY-0000614,ORD-0000614,Debit Card,1898.75,2025-09-29,Pending
PAY-0000625,ORD-0000625,Credit Card,1255.2,2026-01-23,Completed
PAY-0006057,ORD-0006057,Credit Card,941.05,2024-11-02,Refunded
PAY-0010405,ORD-0010405,,2389.55,2025-08-16,Completed
PAY-0002156,ORD-0002156,Credit Card,17.28,2026-08-01,Completed
PAY-0003624,ORD-0003624,Debit Card,421.41,2025-10-29,Completed
PAY-0007490,ORD-0983496,PayPal,2404.22,2026-04-22,Refunded
PAY-0002606,ORD-0002606,PayPal,1315.09,2026-02-11,Completed
PAY-0004091,ORD-0004091,Credit Card,46.44,2026-04-17,Failed
PAY-0000883,ORD-0000883,Credit Card,3744.45,2026-07-21,Completed
PAY-0000765,ORD-0000765,PayPal,2971.38,2026-09-02,Completed
PAY-0009402,ORD-0009402,Credit Card,1891.84,2026-04-15,Failed
PAY-0009707,ORD-0009707,Credit Card,739.61,30-Mar-2026,Completed
PAY-0006635,ORD-0006635,Gift Card,2945.16,2026-08-29,Failed
PAY-0007959,ORD-0007959,Gift Card,4441.23,06/02/2025,Completed
PAY-0004300,ORD-0004300,Gift Card,$2581.37,2026-05-14,Completed
PAY-0003376,ORD-0003376,Credit Card,356.61,2026-09-06,Completed
PAY-0007572,ORD-0007572,PayPal,963.05,2026-01-09,Completed
PAY-0011400,ORD-0011400,Gift Card,981.11,2026-07-10,Completed
PAY-0003856,ORD-0003856,Debit Card,198.07,2026-01-26,Completed
PAY-0003213,ORD-0003213,Gift Card,4411.92,2026-06-12,Completed
PAY-0001245,ORD-0001245,Gift Card,47.58,2026-08-05,Completed
PAY-0001918,ORD-0001918,,1782.36,2024-09-29,Completed
PAY-0001437,ORD-0001437,Gift Card,1164.89,2025-11-16,Completed
PAY-0009695,ORD-0009695,PayPal,3222.25,2025-12-10,Completed
PAY-0006157,ORD-0006157,Debit Card,1480.9,2025-10-06,Completed
PAY-0006654,ORD-0006654,Debit Card,649.66,2026-04-11,Completed
PAY-0009924,ORD-0009924,Credit Card,2731.22,2026-08-09,Completed
PAY-0006127,ORD-0006127,Credit Card,5051.02,2026-07-02,Failed
PAY-0005728,ORD-0005728,Gift Card,3246.64,2026-08-20,Completed
PAY-0001533,ORD-0001533,PayPal,3853.48,2026-07-13,Completed
PAY-0003320,ORD-0003320,Debit Card,6579.41,2026-07-04,Refunded
PAY-0001099,ORD-0001099,Bank Transfer,539.76,2025-04-20,Failed
PAY-0008252,ORD-0008252,Debit Card,2934.0,2025-08-09,Refunded
PAY-0011009,ORD-0011009,PayPal,284.66,2025-11-29,Failed
PAY-0000532,ORD-0000532,PayPal,98.61,2025-02-26,Completed
PAY-0000334,ORD-0000334,Credit Card,283.23,2025-12-19,Completed
PAY-0004288,ORD-0004288,PayPal,182.44,2026-07-09,Completed
PAY-0005343,ORD-0005343,Credit Card,1149.81,2026-06-20,Completed
PAY-0005080,ORD-0005080,PayPal,n/a,2026-06-20,Completed
PAY-0006853,ORD-0006853,Debit Card,unknown,2024-12-02,Refunded
PAY-0011360,ORD-0011360,Credit Card,640.47,2026-06-11,Completed
PAY-0005568,ORD-0005568,Credit Card,5046.66,2025-11-19,Pending
PAY-0000998,ORD-0000998,Credit Card,557.95,2025-03-24,Completed
PAY-0008002,ORD-0008002,PayPal,1731.11,"June 25, 2026",Completed
PAY-0004861,ORD-0004861,Credit Card,2976.34,2026-07-08,Completed
PAY-0004151,ORD-0004151,Credit Card,2037.13,2026-09-02,Completed
PAY-0011035,ORD-0011035,PayPal,423.3,2026-05-05,Completed
PAY-0000040,ORD-0991907,Debit Card,480.8,2025-09-21,Failed
PAY-0011485,ORD-0011485,Credit Card,263.0,2025-02-01,Completed
PAY-0004253,ORD-0004253,Credit Card,3258.71,2026-05-03,Completed
PAY-0010262,ORD-0010262,PayPal,590.03,2026-07-02,Completed
PAY-0002893,ORD-0002893,,493.12,"July 09, 2026",Refunded
PAY-0004787,ORD-0004787,PayPal,1076.37,2025-01-08,Completed
PAY-0002931,ORD-0002931,PayPal,612.75,12-Jul-2026,Refunded
PAY-0003733,ORD-0003733,PayPal,2330.47,2025-03-21,Completed
PAY-0007848,ORD-0007848,Gift Card,2939.75,2026-01-30,Completed
PAY-0008929,ORD-0008929,PayPal,508.48,2025-09-23,Failed
PAY-0004205,ORD-0004205,Credit Card,$1239.91,2025-11-12,Refunded
PAY-0004404,ORD-0004404,PayPal,773.54,2026-08-16,Pending
PAY-0002396,ORD-0984484,Debit Card,1410.56,2026-03-23,Completed
PAY-0006886,ORD-0006886,Debit Card,82.94,2026-03-23,Completed
PAY-0005330,ORD-0005330,Debit Card,3448.03,2026-07-26,Completed
PAY-0008285,ORD-0008285,Gift Card,955.33,2026-04-29,Refunded
PAY-0002357,ORD-0002357,PayPal,3178.85,2026-08-12,Completed
PAY-0009839,ORD-0009839,Credit Card,678.74,2026-05-17,Completed
PAY-0003708,ORD-0003708,Credit Card,4620.02,2026-04-23,Completed
PAY-0002203,ORD-0002203,Debit Card,416.29,2025-09-19,Completed
PAY-0009804,ORD-0009804,Gift Card,835.1,2026-03-14,Completed
PAY-0008085,ORD-0008085,Debit Card,1089.42,2025-06-09,Refunded
PAY-0005301,ORD-0005301,Credit Card,882.69,2024-12-26,Refunded
PAY-0001934,ORD-0001934,Credit Card,4878.72,2026-09-02,Completed
PAY-0002876,ORD-0002876,Credit Card,3800.8,2025-12-11,Completed
PAY-0011888,ORD-0011888,Gift Card,2092.18,"April 26, 2025",Completed
PAY-0001520,ORD-0001520,Credit Card,2944.2,2026-06-13,Pending
PAY-0010270,ORD-0010270,Credit Card,303.24,2026-03-21,Completed
PAY-0001168,ORD-0001168,Debit Card,1168.7,2026-07-14,Completed
PAY-0010220,ORD-0010220,Debit Card,269.45,2026-07-27,Failed
PAY-0008961,ORD-0008961,Bank Transfer,1200.56,2026-03-09,Completed
PAY-0005440,ORD-0005440,Debit Card,372.01,2026-05-02,Completed
PAY-0008824,ORD-0952999,Gift Card,1202.02,2026-06-24,Completed
PAY-0006785,ORD-0006785,Debit Card,2034.31,2026-07-12,Completed
PAY-0008916,ORD-0008916,PayPal,894.25,08/05/2026,Completed
PAY-0004657,ORD-0004657,Debit Card,2711.88,2026-08-19,Completed
PAY-0001950,ORD-0001950,Credit Card,2732.88,2026-09-04,Refunded
PAY-0011093,ORD-0011093,Credit Card,1649.5,2026-05-31,Pending
PAY-0000957,ORD-0000957,Debit Card,226.61,2025-08-23,Completed
PAY-0002114,ORD-0002114,Credit Card,1917.16,2025-09-22,Pending
PAY-0002017,ORD-0002017,Debit Card,3219.65,2024-09-19,Completed
PAY-0003322,ORD-0003322,Credit Card,635.21,2025-02-02,Pending
PAY-0007857,ORD-0007857,Credit Card,2085.72,2026-06-05,Completed
PAY-0010093,ORD-0010093,Credit Card,4786.15,2025-02-14,Completed
PAY-0003885,ORD-0003885,Credit Card,85.15,2024-01-20,Completed
PAY-0009152,ORD-0009152,Credit Card,1354.42,2026-04-28,Refunded
PAY-0007957,ORD-0007957,Bank Transfer,222.34,2024-02-20,Completed
PAY-0000349,ORD-0000349,Credit Card,2002.32,2026-08-15,Completed
PAY-0001964,ORD-0001964,Debit Card,1505.29,2026-03-20,Completed
PAY-0007749,ORD-0007749,Gift Card,3525.62,2026-05-27,Refunded
PAY-0000651,ORD-0000651,Credit Card,600.13,2025-02-25,Completed
PAY-0007941,ORD-0007941,Credit Card,1137.61,2026-06-19,Completed
PAY-0010961,ORD-0010961,PayPal,2124.78,2026-08-27,Completed
PAY-0003337,ORD-0003337,PayPal,348.23,2024-09-19,Refunded
PAY-0005186,ORD-0005186,Credit Card,2310.39,2026-09-07,Completed
PAY-0011764,ORD-0011764,Gift Card,488.84,2026-02-04,Completed
PAY-0002657,ORD-0002657,Credit Card,7433.82,2026-08-14,Completed
PAY-0011476,ORD-0011476,Credit Card,513.79,2026-04-10,Completed
PAY-0009796,ORD-0009796,Gift Card,2590.6,2025-09-23,Completed
PAY-0011562,ORD-0011562,Credit Card,1679.54,2026-08-21,Completed
PAY-0007290,ORD-0007290,Bank Transfer,3778.03,2026-09-06,Refunded
PAY-0006514,ORD-0982601,Credit Card,2728.83,2026-05-16,Completed
PAY-0009212,ORD-0009212,Credit Card,2193.36,2026-02-04,Failed
PAY-0000881,ORD-0000881,Credit Card,601.17,08/12/2026,Completed
PAY-0000100,ORD-0000100,Credit Card,6053.66,2024-09-28,Completed
PAY-0009769,ORD-0009769,PayPal,1990.2,2025-09-17,Refunded
PAY-0002857,ORD-0002857,Debit Card,30226.26,2026-06-09,Completed
PAY-0011521,ORD-0011521,Credit Card,1663.59,2026-09-02,Refunded
PAY-0002919,ORD-0002919,Gift Card,1353.61,2024-11-22,Failed
PAY-0000427,ORD-0000427,Debit Card,601.5,2026-02-08,Pending
PAY-0007188,ORD-0007188,PayPal,72.22,2026-05-31,Refunded
PAY-0002477,ORD-0002477,Credit Card,1614.81,2026-07-29,Completed
PAY-0005523,ORD-0005523,PayPal,77.81,2025-07-27,Completed
PAY-0009823,ORD-0009823,PayPal,2522.52,2026-08-05,Completed
PAY-0007373,ORD-0007373,Debit Card,--,2025-11-04,Pending
PAY-0005342,ORD-0005342,PayPal,2270.52,2026-07-08,Pending
PAY-0010572,ORD-0010572,Credit Card,710.68,2025-04-21,Completed
PAY-0009469,ORD-0009469,Gift Card,6886.08,2026-06-14,Failed
PAY-0006084,ORD-0006084,Credit Card,392.61,2026-06-24,Completed
PAY-0004073,ORD-0004073,,2537.34,2025-10-12,Failed
PAY-0006971,ORD-0006971,Credit Card,805.19,2026-07-10,Completed
PAY-0000737,ORD-0000737,Credit Card,4536.25,2024-11-22,Completed
PAY-0009995,ORD-0009995,Credit Card,817.84,2026-09-05,Completed
PAY-0002060,ORD-0002060,PayPal,$171.48,2026-08-10,Completed
PAY-0001299,ORD-0001299,Credit Card,787.64,2024-06-29,Completed
PAY-0002009,ORD-0002009,Credit Card,3566.87abc,2025-02-09,Completed
PAY-0005277,ORD-0005277,Debit Card,1104.9,2025-12-30,Completed
PAY-0011016,ORD-0011016,Credit Card,595.92,2026-06-01,Completed
PAY-0010837,ORD-0010837,Debit Card,2376.2,2023-12-07,Refunded
PAY-0007686,ORD-0007686,Credit Card,$817.28,2025-07-03,Failed
PAY-0004674,ORD-0004674,,2834.67,2024-04-26,Failed
PAY-0004489,ORD-0004489,PayPal,3200.49,2026-04-12,Completed
PAY-0002716,ORD-0002716,Credit Card,1411.6,2026-04-27,Completed
