order_id,customer_id,order_date,order_status,channel,shipping_city,shipping_state
ORD-0007622,CUST-001925,2026-07-25,Delivered,Web,Lake Cathyberg,FL
ORD-0009044,CUST-001073,24-Apr-2026,Cancelled,In-Store,Grimesside,NC
ORD-0007505,CUST-000732,2024-12-14,Delivered,Mobile App,Lake Tara,NC
ORD-0006760,CUST-000819,2026-03-30,Placed,Web,,IL
ORD-0003595,CUST-002782,2026-07-01,Placed,Mobile App,East Gregory,AZ
ORD-0000089,CUST-001722,2026-07-07,Placed,Web,Port Janetview,AZ
ORD-0003104,CUST-001794,2026-07-28,Processing,Web,Nicolechester,TX
ORD-0004445,CUST-000634,2026-04-07,Shipped,Mobile App,Powellberg,WA
ORD-0011395,CUST-000413,2024-12-05,Delivered,Marketplace,North Davidmouth,MI
ORD-0011038,CUST-002070,2026-02-13,Delivered,Mobile App,Lake Christopher,TX
ORD-0003681,CUST-001459,2026-03-25,Placed,Mobile App,South Tracyfurt,IL
ORD-0010707,CUST-001628,2025-06-29,Shipped,Web,Port Davidshire,GA
ORD-0000313,CUST-000909,2026-08-02,Placed,Marketplace,Shelbyfort,PA
ORD-0002460,CUST-002575,2025-07-11,Placed,Web,Hammondchester,CA
ORD-0003292,CUST-001239,2026-07-03,Shipped,Mobile App,Chapmanmouth,FL
ORD-0011584,CUST-000919,2025-08-12,Cancelled,In-Store,Autumnshire,CA
ORD-0011609,CUST-001123,2026-03-30,Delivered,Web,Huffmanville,NY
ORD-0004885,CUST-001090,2026-06-27,Shipped,Web,West Mark,TX
ORD-0000469,CUST-001386,2026-04-24,Shipped,Web,South Taylorside,OH
ORD-0007226,CUST-000026,2026-04-14,Delivered,Mobile App,Richardfort,PA
ORD-0008436,CUST-001359,2024-06-09,Returned,Mobile App,North Mikefort,NC
ORD-0001829,CUST-000342,2024-11-13,Shipped,Mobile App,New Amy,TX
ORD-0006870,CUST-001862,2026-06-23,Delivered,Mobile App,North Manuel,IL
ORD-0004624,CUST-002478,2024-08-29,Cancelled,Web,West Randyport,OH
ORD-0005595,CUST-001791,2026-07-06,Cancelled,Marketplace,West Benjaminton,IL
ORD-0000336,CUST-002984,2026-07-29,Shipped,Web,West Jeffreystad,WA
ORD-0007009,CUST-002639,2026-07-04,Shipped,In-Store,Whiteburgh,TX
ORD-0009760,CUST-949873,2025-11-26,Placed,Web,Port Ericafurt,CA
ORD-0007933,CUST-000261,2026-01-18,Shipped,Mobile App,South Maryside,NY
ORD-0005877,CUST-001161,2024-06-01,Cancelled,Web,Martinezshire,TX
ORD-0009155,CUST-001720,2026-06-24,Cancelled,Mobile App,North Jeffreyside,IL
ORD-0003482,,2025-10-18,Processing,Web,Yorkport,MI
ORD-0004320,CUST-000264,2026-07-25,Shipped,Marketplace,Joannaport,NC
ORD-0010355,CUST-002076,2026-06-27,Placed,Marketplace,Freemanside,OH
ORD-0003351,CUST-002146,2025-08-06,Cancelled,In-Store,West Luis,OH
ORD-0001710,CUST-002409,2026-03-25,pROCESSING,Mobile App,East Jessica,TX
ORD-0007867,CUST-002766,2026-06-16,Cancelled,Marketplace,West Cynthia,PA
ORD-0004892,CUST-000217,04/11/2026,Processing,In-Store,Justinport,NC
ORD-0011974,CUST-001339,"September 05, 2026",delivered,Mobile App,Richardbury,CA
ORD-0009195,CUST-001576,2025-04-25,Cancelled,Mobile App,Paigeborough,MI
ORD-0002271,CUST-000502,2023-12-07,Shipped,Marketplace,Levyport,MI
ORD-0006472,CUST-001657,2025-09-07,Shipped,Web,Davidchester,TX
ORD-0008628,CUST-000421,2026-05-17,Delivered,Mobile App,Christinaberg,TX
ORD-0006202,CUST-000346,2026-09-02,Delivered,Web,Kimberg,MI
ORD-0011281,CUST-002980,2025-09-15,Shipped,Marketplace,Port Suzanneburgh,TX
ORD-0007086,CUST-001634,2026-09-04,Delivered,Web,Port Davidberg,FL
ORD-0001052,CUST-002584,2026-02-13,Shipped,Mobile App,Myersmouth,GA
ORD-0000775,CUST-002567,2026-06-10,Delivered,Web,Port Kimberlyfurt,CA
ORD-0008855,CUST-001532,2025-02-02,Delivered,Marketplace,South Thomas,WA
ORD-0002411,CUST-002865,2025-09-06,Delivered,Marketplace,Lake Stephanieville,WA
ORD-0009129,CUST-000298,2024-02-28,DELIVERED,Mobile App,West Leonardfurt,FL
ORD-0008414,CUST-001119,2026-08-19,Cancelled,Marketplace,South Linda,GA
ORD-0001439,CUST-002893,2024-11-12,Shipped,In-Store,Emmabury,FL
ORD-0002407,CUST-001943,2025-11-17,Returned,In-Store,North Caseyberg,WA
ORD-0004207,CUST-001344,2026-06-16,Cancelled,In-Store,Westbury,NC
ORD-0010727,CUST-002060,2026-06-27,Processing,Marketplace,Snyderton,OH
ORD-0003660,CUST-002302,2026-06-04,Delivered,Marketplace,Reynoldsland,IL
ORD-0008059,CUST-002955,2026-09-04,Cancelled,In-Store,West Jeffreyshire,NY
ORD-0005468,CUST-000909,2026-05-30,Delivered,Web,North Edgarbury,OH
ORD-0011123,CUST-002243,2026-05-05,Returned,Web,Amandaview,NC
ORD-0007495,CUST-000280,2026-02-07,Processing,Mobile App,South Joshua,IL
ORD-0002416,CUST-002591,2025-04-02,Delivered,Mobile App,Mariachester,WA
ORD-0009376,CUST-000048,2026-08-17,Delivered,Web,North Andrea,WA
ORD-0009790,CUST-002037,2026-07-04,Shipped,Mobile App,Robinview,IL
ORD-0003389,CUST-001604,2025-02-04,Placed,In-Store,West Anna,NC
ORD-0011642,CUST-000069,2026-07-07,Shipped,Mobile App,Desireeshire,AZ
ORD-0001902,CUST-001696,2026-08-15,Processing,Marketplace,Prestonport,AZ
ORD-0006912,CUST-002546,2025-03-08,Delivered,Web,Joneshaven,NY
ORD-0007050,CUST-001811,2026-02-07,Shipped,Web,New Daniel,WA
ORD-0011958,CUST-002170,2026-05-22,Processing,Web,,FL
ORD-0001281,CUST-001432,2026-06-12,Shipped,Mobile App,West Bryan,AZ
ORD-0005461,CUST-000168,2026-05-15,Processing,Web,Saraburgh,CA
ORD-0003538,CUST-001521,2026-07-15,Shipped,Mobile App,North Joshuamouth,MI
ORD-0011934,CUST-002974,11-Mar-2026,Placed,In-Store,South Lisahaven,PA
ORD-0011916,CUST-002723,2026-07-20,Delivered,Mobile App,Port Kathryn,CA
ORD-0004622,CUST-002715,2026-01-24,Shipped,Mobile App,North Sarahport,PA
ORD-0003776,CUST-000018,2025-07-23,Placed,Web,Lake Marvinberg,WA
ORD-0009987,CUST-000927,2024-10-30,Cancelled,Mobile App,South Zacharytown,NY
ORD-0010569,CUST-000507,2025-09-19,Placed,Mobile App,Samanthafurt,OH
ORD-0010243,CUST-002194,2025-04-04,Shipped,Web,Kirkchester,FL
ORD-0011658,CUST-000023,2026-01-02,Delivered,Web,Sextonfort,PA
ORD-0007542,CUST-000911,2025-01-11,Delivered,Web,East Brian,NC
ORD-0011616,CUST-000063,2025-06-30,Processing,Mobile App,Williamsmouth,PA
ORD-0009675,CUST-002810,2026-07-17,Cancelled,Mobile App,West Denniston,NY
ORD-0001943,CUST-961073,2025-02-11,Shipped,Web,Gloriaborough,WA
ORD-0003720,CUST-002952,2026-02-15,Placed,Web,Ericaland,NY
ORD-0003429,CUST-001914,2026-08-08,Placed,Mobile App,Bradleyhaven,AZ
ORD-0004929,CUST-001155,2026-09-04,pROCESSING,Web,Cowanview,CA
ORD-0002760,CUST-002824,2025-07-09,Placed,Web,Port Haydenmouth,NC
ORD-0004815,CUST-001010,2025-01-25,Shipped,Web,West Dorothy,OH
ORD-0011117,CUST-001864,2025-10-25,Delivered,Mobile App,Jacobhaven,GA
ORD-0005406,CUST-000482,2026-08-20,Placed,Mobile App,,NY
ORD-0005269,CUST-001725,2026-05-05,Cancelled,Marketplace,Lake Susan,TX
ORD-0000819,CUST-000062,2026-09-05,Delivered,Mobile App,South Steven,MI
ORD-0005336,CUST-000176,2026-08-22,Shipped,Marketplace,Lake Katelynland,OH
ORD-0002792,CUST-001956,2026-02-27,Delivered,Web,Lake Alan,NC
ORD-0004221,CUST-000914,2026-01-06,Delivered,Marketplace,Riveramouth,CA
ORD-0000193,CUST-001347,2026-01-31,Cancelled,Web,New Davidview,NY
ORD-0010907,CUST-001061,2026-08-08,Returned,Marketplace,North Sean,GA
ORD-0003589,CUST-002798,2025-10-04,Delivered,In-Store,Port Toddchester,IL
ORD-0011128,CUST-000259,2026-07-29,Delivered,Web,Jacksonport,OH
ORD-0000074,CUST-000628,2025-12-13,Placed,Web,Lake Ryanfort,TX
ORD-0002108,CUST-002583,2025-10-19,delivered,Web,Port Kristin,MI
ORD-0007037,CUST-002681,2024-10-07,Delivered,Web,,CA
ORD-0010027,CUST-002728,2026-05-04,Processing,Mobile App,Atkinsonfort,GA
ORD-0000909,CUST-000299,2026-06-28,Returned,Mobile App,West Dennis,TX
ORD-0009948,CUST-002351,2024-09-13,Delivered,Web,Johnview,FL
ORD-0002762,CUST-909082,2026-04-03,Placed,Marketplace,Jamesfort,TX
ORD-0003823,CUST-002607,2023-11-20,Cancelled,Mobile App,Perezfort,FL
ORD-0002392,CUST-001906,2025-12-28,Processing,Mobile App,West Alexis,TX
ORD-0004242,CUST-001460,2026-08-26,Placed,Mobile App,West Mark,OH
ORD-0007738,CUST-002373,2026-08-06,Placed,Web,Lake Vincent,FL
ORD-0009804,CUST-000338,2026-03-12,Shipped,Mobile App,Courtneyville,AZ
ORD-0003662,CUST-000041,2024-05-02,Delivered,Web,Wilcoxview,NC
ORD-0004360,CUST-000592,2026-04-13,Placed,Marketplace,Schwartzburgh,NY
ORD-0010841,CUST-000627,2026-06-09,Delivered,Web,Thomasborough,OH
ORD-0000606,CUST-000460,2025-11-10,Delivered,Web,,MI
ORD-0001611,CUST-001778,2024-11-25,Delivered,Marketplace,Jamesburgh,NY
ORD-0010945,CUST-002601,2024-04-24,cANCELLED,Mobile App,West Jasonberg,OH
ORD-0009951,CUST-001136,2026-04-26,Processing,Mobile App,South Christopher,PA
ORD-0006857,CUST-002705,2025-12-31,Processing,Mobile App,South Alexis,CA
ORD-0003882,CUST-000233,2024-01-02,Shipped,Mobile App,East Ianbury,TX
ORD-0010261,CUST-001664,2026-03-08,Shipped,Mobile App,Wangchester,PA
ORD-0009582,CUST-002299,2026-06-03,Returned,Web,Lake Markville,PA
ORD-0010800,CUST-002019,2026-05-05,Delivered,Mobile App,Nathanport,AZ
ORD-0000107,CUST-002733,2026-05-15,Placed,Web,Lake Heatherbury,WA
ORD-0004889,CUST-001704,2026-04-26,Placed,Marketplace,New Isaac,GA
ORD-0010823,CUST-002456,2026-08-14,Placed,Mobile App,Port Logan,OH
ORD-0005676,CUST-000172,2026-06-11,Shipped,Mobile App,Woodview,PA
ORD-0007114,CUST-001090,2024-09-20,Placed,Web,East Jeffrey,NY
ORD-0003462,CUST-000013,2026-03-14,Processing,In-Store,Mccartyborough,WA
ORD-0002100,CUST-001565,2025-02-13,Placed,Mobile App,Wigginschester,IL
ORD-0005282,CUST-002068,2026-01-24,Delivered,In-Store,Jennifermouth,NC
ORD-0002847,CUST-001541,2025-12-29,Shipped,Mobile App,South Christopherstad,TX
ORD-0008445,CUST-001541,2025-12-10,Processing,Web,Port Ann,FL
ORD-0005758,CUST-001338,2024-12-15,Shipped,Mobile App,Stevenland,MI
ORD-0009030,CUST-002126,2026-01-09,Delivered,Marketplace,New Cameronberg,WA
ORD-0004025,CUST-000950,2026-08-12,Processing,Web,Stoneside,GA
ORD-0006745,CUST-002905,2026-06-29,Cancelled,Web,South Sheilabury,IL
ORD-0009141,CUST-001634,2025-11-20,Delivered,Web,Port Dylan,PA
ORD-0003881,CUST-000031,2025-12-20,Shipped,Mobile App,Ashleyberg,GA
ORD-0003947,CUST-001017,2026-04-03,Delivered,Mobile App,Port Samuelside,OH
ORD-0010391,CUST-000766,2025-11-24,Returned,Mobile App,Jameston,TX
ORD-0009537,CUST-002858,2026-07-31,Placed,Web,Ellisshire,IL
ORD-0003121,CUST-000554,2026-04-16,Shipped,Web,Goodmanton,NC
ORD-0010946,CUST-001590,2025-08-17,Shipped,Web,New Kristin,CA
ORD-0000263,CUST-002447,2025-08-02,Cancelled,Mobile App,Gonzalezport,AZ
ORD-0004149,CUST-001061,2026-08-04,Delivered,Marketplace,New Jeremy,CA
ORD-0010424,CUST-002942,2026-03-28,Shipped,Mobile App,Angelafort,OH
ORD-0001978,CUST-001393,2026-01-22,Shipped,Mobile App,Port Lindaborough,NC
ORD-0003944,CUST-001715,2025-06-15,Delivered,Marketplace,Marymouth,NC
ORD-0006937,CUST-002577,2025-10-17,Shipped,Web,Mitchellfort,GA
ORD-0004032,CUST-000747,2025-05-29,Processing,Web,South Michael,CA
ORD-0010777,CUST-001428,2026-07-15,Processing,Mobile App,Port Williamshire,FL
ORD-0007623,CUST-000843,2026-05-07,Delivered,Web,East Diana,FL
ORD-0010784,CUST-000552,2026-02-21,Delivered,Marketplace,Craigland,PA
ORD-0008943,CUST-000967,2026-02-27,Shipped,In-Store,North Williamland,FL
ORD-0011208,CUST-000892,2025-12-11,Processing,Web,Bradside,PA
ORD-0006816,CUST-001538,2025-09-26,Delivered,Mobile App,North Michaelburgh,GA
ORD-0005788,CUST-000789,2026-07-29,Delivered,Marketplace,,NY
ORD-0008905,CUST-002711,2026-03-31,Cancelled,Mobile App,,OH
ORD-0001418,CUST-001895,2026-08-26,Shipped,Web,New Sherry,AZ
ORD-0004300,CUST-002564,"May 12, 2026",Placed,Web,East Mark,FL
ORD-0003301,CUST-000720,2026-09-02,Delivered,Marketplace,Lake Patrickfurt,FL
ORD-0009685,CUST-002524,2025-06-21,Placed,Marketplace,Kimberlybury,TX
ORD-0010095,CUST-000772,2026-06-07,Delivered,Web,Bryanport,IL
ORD-0009866,CUST-002894,2026-05-22,Delivered,In-Store,Denisefort,AZ
ORD-0004506,CUST-001378,2025-01-31,Shipped,Marketplace,New Matthewberg,CA
ORD-0000869,CUST-000778,2026-07-15,Cancelled,Mobile App,North Katherine,NY
ORD-0005003,CUST-001648,2026-08-19,Delivered,Web,Johnmouth,WA
ORD-0003683,CUST-000129,2024-09-21,Delivered,In-Store,East Jessica,GA
ORD-0004876,CUST-001719,2024-11-02,Placed,Web,Jenniferfort,NY
ORD-0007872,CUST-000177,2025-01-01,Returned,Marketplace,Acevedomouth,IL
ORD-0009052,CUST-001087,2025-11-02,Returned,Web,Sanchezbury,IL
ORD-0009286,CUST-002966,2026-09-03,Delivered,Web,,WA
ORD-0009219,CUST-002082,2024-11-07,Returned,Web,Port Cathy,MI
ORD-0006212,CUST-001311,2025-05-11,delivered,Mobile App,Sanchezside,FL
ORD-0009752,CUST-002307,2026-08-29,Shipped,Mobile App,Lake Donald,WA
ORD-0010663,CUST-002908,2026-08-05,SHIPPED,Mobile App,Wilsonside,WA
ORD-0003703,CUST-000318,2024-06-14,Processing,Mobile App,Johnnyburgh,OH
ORD-0000984,CUST-997203,2026-06-01,Shipped,Marketplace,Port Heathermouth,GA
ORD-0004460,CUST-001403,2026-08-16,Placed,Web,North Martinhaven,GA
ORD-0006648,CUST-000651,2026-07-08,Delivered,Mobile App,,CA
ORD-0000981,CUST-002691,2025-09-25,Delivered,Web,,CA
ORD-0008865,CUST-002893,2026-06-28,Placed,Web,Port Julie,AZ
ORD-0007558,CUST-000233,2026-06-12,Delivered,Web,Marshville,NC
ORD-0000668,CUST-913928,2026-03-22,Shipped,Web,New Richardfurt,AZ
ORD-0000793,CUST-001810,2026-09-01,Delivered,Web,Pearsonmouth,TX
ORD-0011078,CUST-002924,11/11/2024,Processing,Web,Franklinhaven,IL
ORD-0009923,CUST-001702,2024-12-21,Shipped,Mobile App,North Hunterhaven,GA
ORD-0002958,CUST-002507,2025-05-27,Shipped,Web,Lake Ellenview,IL
ORD-0002034,CUST-001350,2026-04-12,Delivered,Marketplace,Merrittfurt,OH
ORD-0010279,CUST-000245,2026-01-26,Delivered,Mobile App,Normaburgh,NC
ORD-0011757,CUST-000405,2025-09-10,Cancelled,Web,Goodmanside,NY
ORD-0006023,CUST-988817,2026-03-19,Delivered,Mobile App,Brandonland,AZ
ORD-0005121,CUST-985315,2026-06-23,Shipped,Mobile App,Littlefurt,NC
ORD-0010378,CUST-001916,2025-09-14,Delivered,Mobile App,North Nicoletown,GA
ORD-0000556,CUST-001519,2025-11-24,Processing,Mobile App,,IL
ORD-0001145,CUST-002360,2025-08-22,Delivered,Mobile App,Lake Brittanystad,AZ
ORD-0011531,CUST-001645,2025-06-06,Delivered,Mobile App,North Pamela,NC
ORD-0011166,CUST-001704,2025-11-26,Shipped,Mobile App,Lake Charlesstad,GA
ORD-0005007,,2026-02-15,Shipped,Web,Thompsonborough,NY
ORD-0006685,CUST-002182,2026-07-17,Returned,Web,Arroyoshire,PA
ORD-0009837,CUST-001931,2025-12-18,Returned,Web,Jordanchester,AZ
ORD-0007790,CUST-001535,2026-08-17,Delivered,Web,South Benjaminfort,AZ
ORD-0006312,CUST-002056,2025-06-03,Shipped,Web,Kevinport,GA
ORD-0005342,CUST-001286,2026-07-06,Placed,Web,South Kevinview,NC
ORD-0010002,CUST-002348,2026-08-07,Processing,Web,Marymouth,WA
ORD-0003091,CUST-002416,2026-01-10,Delivered,Web,Smithport,WA
ORD-0009817,CUST-002528,2026-04-05,delivered,Mobile App,Josephfort,MI
ORD-0006526,CUST-001062,2025-10-06,Delivered,Web,,NY
ORD-0001759,CUST-001771,2025-05-12,Delivered,Mobile App,Port Rachelton,OH
ORD-0001143,CUST-002079,2026-08-23,Placed,Marketplace,Olsonville,NY
ORD-0010565,CUST-001230,2024-10-07,Delivered,Mobile App,Lake Todd,MI
ORD-0002413,CUST-002449,2024-06-18,Delivered,Web,North Billyville,TX
ORD-0006321,CUST-001553,2026-08-17,Shipped,Web,Lake Nicholasfort,WA
ORD-0002556,CUST-002122,2025-11-27,Shipped,Web,Erikaton,TX
ORD-0000677,CUST-002363,2025-12-09,Shipped,Web,,NC
ORD-0002144,CUST-001598,2026-09-01,Processing,Marketplace,Matthewfort,IL
ORD-0005549,CUST-001075,2026-06-30,Delivered,Web,Aimeetown,TX
ORD-0004960,CUST-001989,2026-08-01,Returned,Marketplace,New Danielleburgh,OH
ORD-0001255,CUST-002714,2026-07-22,Delivered,Mobile App,Longchester,AZ
ORD-0007415,CUST-000949,2026-07-08,Processing,Web,East Amandabury,OH
ORD-0003565,CUST-002417,2024-10-25,Processing,Web,South Kellyside,AZ
ORD-0002443,CUST-001852,2026-03-12,Cancelled,Web,Powellport,AZ
ORD-0010940,CUST-000237,2026-05-04,Delivered,Web,Paigechester,TX
ORD-0011700,CUST-001891,2024-06-14,Delivered,Mobile App,North James,MI
ORD-0008411,CUST-001918,2024-12-30,Placed,Mobile App,Portermouth,GA
ORD-0001271,CUST-001841,2025-08-23,Cancelled,Mobile App,Christensenview,PA
ORD-0005791,CUST-001911,2025-10-23,Placed,In-Store,Marybury,OH
ORD-0006688,CUST-002317,2026-06-01,Delivered,Web,West Bethany,FL
ORD-0007483,CUST-001455,2024-05-25,Delivered,Web,Lake Victoriamouth,OH
ORD-0006999,CUST-001463,2026-01-13,Placed,Web,New Robertstad,MI
ORD-0005809,CUST-002428,2025-06-11,Placed,Mobile App,New Richard,TX
ORD-0000174,CUST-001372,2026-06-22,Processing,Marketplace,New Tanyaton,IL
ORD-0010314,CUST-002062,2024-09-25,Shipped,Mobile App,,TX
ORD-0009185,CUST-001421,2026-05-30,Shipped,In-Store,Chaneystad,TX
ORD-0004009,CUST-000827,2025-03-03,Delivered,Web,New Scott,FL
ORD-0009795,CUST-000107,2026-08-17,Processing,Mobile App,South Jeffrey,IL
ORD-0001590,CUST-002704,2025-03-03,Delivered,Web,Bishopton,FL
ORD-0008251,CUST-002796,"July 07, 2026",Shipped,Web,Lake Lisa,NY
ORD-0009947,CUST-002266,2025-08-27,Cancelled,Web,East Katherinefort,NC
ORD-0007290,CUST-001164,2026-09-05,Returned,Web,Port Scott,NC
ORD-0001785,CUST-002917,2026-08-08,Delivered,In-Store,Port Andrewland,OH
ORD-0011020,CUST-001663,02-Apr-2026,Delivered,Mobile App,Lake Jamiemouth,AZ
ORD-0000319,CUST-000677,2025-06-22,Returned,Marketplace,West Tristanborough,OH
ORD-0006196,CUST-002605,2025-10-06,Cancelled,Web,North Amy,OH
ORD-0001288,CUST-000795,"September 10, 2025",Processing,Web,Patriciafort,PA
ORD-0010066,CUST-000500,2026-07-26,Processing,Mobile App,New Scott,IL
ORD-0009253,,2026-03-14,Processing,Web,North Hollyland,FL
ORD-0001994,CUST-002945,2025-08-02,Shipped,In-Store,East Marystad,AZ
ORD-0010785,CUST-002011,2026-01-19,Delivered,Mobile App,New Victoriaview,GA
ORD-0006326,CUST-000467,2024-12-17,Delivered,Web,Wileyport,NY
ORD-0004958,CUST-001049,2026-08-17,Delivered,Mobile App,East Meagan,TX
ORD-0010285,,2026-08-10,Returned,Marketplace,New Kevin,NC
ORD-0010153,CUST-002776,2026-03-02,Placed,Marketplace,Norrishaven,IL
ORD-0011654,CUST-002684,2026-05-02,Placed,In-Store,Port Erikabury,OH
ORD-0010756,CUST-000686,2025-10-20,Delivered,Web,Lake Tiffanychester,AZ
ORD-0005882,CUST-001568,2026-03-31,Delivered,Mobile App,Lindseyborough,PA
ORD-0000798,CUST-001370,2024-12-17,Cancelled,Mobile App,South Melissa,TX
ORD-0011329,CUST-001850,2025-01-16,Processing,Web,Cynthiaton,IL
ORD-0008415,CUST-002259,2025-11-20,Processing,Web,Sanchezburgh,TX
ORD-0003304,CUST-001377,2025-01-28,Delivered,Mobile App,Kevinchester,OH
ORD-0003842,CUST-002260,2026-07-30,Placed,Mobile App,Cooperfort,MI
ORD-0008848,CUST-000087,2026-05-23,Processing,In-Store,Port Jennifer,CA
ORD-0011878,CUST-000898,2026-01-29,Cancelled,Marketplace,Kathleenbury,IL
ORD-0001842,CUST-002417,2026-05-06,Placed,Web,Millerborough,AZ
ORD-0008018,CUST-973676,2026-09-01,Processing,Mobile App,Milesbury,WA
ORD-0001941,CUST-000474,2025-03-01,Shipped,Mobile App,Beltranmouth,MI
ORD-0003385,CUST-001155,2026-09-03,Placed,Mobile App,Cynthiaville,PA
ORD-0002905,CUST-002593,2026-07-24,Delivered,In-Store,New Andrewmouth,FL
ORD-0007365,CUST-001994,2026-01-01,Placed,In-Store,Andersonton,MI
ORD-0001976,CUST-002996,2024-09-26,Delivered,Mobile App,South Taylor,NY
ORD-0002503,CUST-002404,2026-06-27,Shipped,Mobile App,Walterhaven,FL
ORD-0005000,CUST-000984,2026-08-11,Placed,Marketplace,Cindymouth,TX
ORD-0002233,CUST-001405,2026-08-19,Shipped,Web,North Maxshire,WA
ORD-0005334,CUST-002865,2026-07-10,Shipped,Mobile App,South Patrickbury,NY
ORD-0010748,CUST-002334,2025-08-15,Delivered,Mobile App,Lake Ronald,OH
ORD-0002743,CUST-000292,2025-11-24,Delivered,Web,Johnburgh,MI
ORD-0004514,CUST-001397,2025-06-16,Shipped,In-Store,East Amandashire,FL
ORD-0006144,CUST-001859,2026-08-17,Processing,Marketplace,Port Jasminechester,OH
ORD-0003684,CUST-000212,2025-07-17,Processing,Web,Port Gabrielburgh,FL
ORD-0010001,CUST-001377,2025-06-24,Delivered,Mobile App,Robertshire,NY
ORD-0011682,CUST-000384,2026-09-02,Shipped,In-Store,Jacksonshire,NY
ORD-0004586,CUST-001790,2026-02-15,Placed,Mobile App,Martinside,MI
ORD-0006197,CUST-002323,2026-04-11,Delivered,Marketplace,South April,NC
ORD-0007269,CUST-001611,2026-01-24,Cancelled,Marketplace,South Katherinestad,MI
ORD-0007158,CUST-002584,2026-05-01,Shipped,Marketplace,New Dennis,WA
ORD-0009844,CUST-001263,2026-07-01,Processing,Marketplace,Lake Donna,OH
ORD-0002577,CUST-001599,2026-08-09,Shipped,Web,Smithside,IL
ORD-0007803,CUST-000532,2024-07-18,Delivered,Web,Kirkshire,PA
ORD-0002797,CUST-001545,2025-11-07,Delivered,Mobile App,Ortizland,TX
ORD-0009157,CUST-002373,2026-08-14,Delivered,Mobile App,East Lorraineburgh,TX
ORD-0000185,CUST-000585,2026-02-18,Delivered,Mobile App,Russohaven,MI
ORD-0006504,CUST-001780,2025-12-21,Processing,Marketplace,Grahambury,GA
ORD-0002420,CUST-000357,09/30/2025,Delivered,Web,South Kendra,FL
ORD-0002336,CUST-000587,2024-11-03,Delivered,In-Store,West Matthew,TX
ORD-0004877,CUST-001946,2026-07-11,Shipped,Web,North Dylan,GA
ORD-0006493,,2026-08-17,Delivered,Web,South Kevin,TX
ORD-0006833,CUST-000597,2026-02-15,Shipped,Marketplace,Williammouth,NY
ORD-0008223,CUST-002229,2026-05-27,Delivered,Mobile App,East Bethland,FL
ORD-0010408,CUST-002951,2026-02-02,Delivered,In-Store,Shermanfurt,NY
ORD-0000886,CUST-001595,2023-11-15,Delivered,Mobile App,North John,TX
ORD-0004880,CUST-001611,2026-04-23,Delivered,In-Store,Wattsside,MI
ORD-0002608,CUST-000314,2026-03-15,Delivered,Mobile App,,MI
ORD-0001921,CUST-000376,2026-01-09,Delivered,Marketplace,West Kelsey,TX
ORD-0008198,CUST-000851,2025-08-02,Processing,Web,Youngburgh,WA
ORD-0008123,CUST-001130,2025-02-07,Shipped,Web,Cameronberg,CA
ORD-0011640,CUST-000771,2026-08-15,Placed,Marketplace,North Raymondview,GA
ORD-0005324,CUST-002271,2025-03-21,Shipped,Mobile App,Schneidertown,GA
ORD-0010150,CUST-001420,"August 30, 2025",Delivered,Mobile App,South Ronaldtown,MI
ORD-0007797,CUST-000734,2026-07-03,Cancelled,In-Store,Randallfort,NY
ORD-0002147,CUST-000906,2024-12-26,Placed,Web,Georgeshire,MI
ORD-0009847,CUST-001617,2025-08-22,Returned,Mobile App,North Debbie,MI
ORD-0004076,CUST-001190,2026-07-13,Delivered,Mobile App,Crawfordfurt,TX
ORD-0009302,CUST-001077,2025-10-19,Placed,Web,South Aaron,MI
ORD-0007509,CUST-001040,2026-01-07,Processing,Web,Ashleytown,WA
ORD-0009707,CUST-000913,2026-03-27,Processing,Web,East Denise,IL
ORD-0007043,CUST-000448,2026-08-05,Cancelled,In-Store,Carterburgh,AZ
ORD-0000364,CUST-002204,2025-11-11,Delivered,In-Store,Lake Melissaberg,NY
ORD-0002331,CUST-000934,2026-08-15,Delivered,Mobile App,North Taylorside,CA
ORD-0011342,CUST-001322,2024-08-12,Placed,Mobile App,,TX
ORD-0006681,CUST-000456,2026-07-20,Processing,Mobile App,West Melissa,PA
ORD-0006852,CUST-001066,2024-09-23,Delivered,Web,Brittanyburgh,TX
ORD-0011874,CUST-001218,06/17/2026,Processing,Web,,PA
ORD-0001489,CUST-000506,2026-05-16,Delivered,Mobile App,Garciafort,GA
ORD-0010081,,2024-04-08,Delivered,Web,East Emilyshire,PA
ORD-0007414,CUST-001255,2026-03-02,Processing,Web,Katherineberg,WA
ORD-0005622,CUST-000743,2024-11-09,Delivered,Mobile App,Joseside,NY
ORD-0000328,CUST-002885,2026-08-17,Delivered,Web,North Roberthaven,NC
ORD-0006193,CUST-002200,2025-10-23,Processing,Marketplace,New Catherine,NC
ORD-0004156,CUST-001884,2024-09-17,Cancelled,Web,West Victor,FL
ORD-0006460,CUST-001687,2026-08-19,Delivered,Marketplace,Patrickburgh,GA
ORD-0001946,CUST-002459,2026-08-27,Placed,Mobile App,New Laurabury,GA
ORD-0003722,CUST-001273,2026-04-04,Placed,Web,,OH
ORD-0007107,CUST-001923,2025-05-28,Processing,In-Store,Dunnport,AZ
ORD-0010797,CUST-000808,2026-08-10,Delivered,Mobile App,Lake Amanda,OH
ORD-0004507,CUST-002684,2026-01-16,Placed,Web,Kimberlyfort,AZ
