order_item_id,order_id,product_id,quantity,unit_price,discount_pct
OI-0003934,ORD-0002101,PROD-00243,1,516.86,0.0
OI-0002995,ORD-0001611,PROD-00020,2,193.58,0.1
OI-0014168,ORD-0007574,PROD-00202,2,623.56,0.0
OI-0013225,ORD-0007072,PROD-00244,1,750.22,0.0
OI-0019912,ORD-0010627,PROD-00077,1,84.54,0.0
OI-0014985,ORD-0008009,PROD-00250,1,371.37,0.1
OI-0004634,ORD-0002486,PROD-00185,5abc,547.09,0.0
OI-0010948,ORD-0005834,PROD-00092,1,unknown,0.0
OI-0005315,ORD-0002843,PROD-00177,1,302.01,0.0
OI-0005852,ORD-0003127,PROD-00096,1,705.27,0.0
OI-0018618,ORD-0009951,PROD-00222,1,693.21,0.1
OI-0021237,ORD-0011349,PROD-00075,5,406.53,0.0
OI-0013001,ORD-0006952,PROD-00129,1,461.44,0.0
OI-0005925,ORD-0003166,PROD-00011,1,11.21,0.0
OI-0008107,ORD-0004334,PROD-00031,5,323.87,0.15
OI-0020434,ORD-0010902,PROD-00191,4,579.42,0.0
OI-0002606,ORD-0001407,PROD-00193,1,279.7,0.0
OI-0003825,ORD-0002052,PROD-00033,2,80.9,0.0
OI-0006617,ORD-0003538,PROD-00018,$1,138.59,0.0
OI-0017899,ORD-0009553,PROD-00196,1,303.63,0.0
OI-0007930,ORD-0004244,PROD-00150,2,147.87,0.0
OI-0000779,ORD-0000422,PROD-00158,5,567.46,0.0
OI-0003148,ORD-0001696,PROD-00112,1,130.75,0.0
OI-0000467,ORD-0000252,PROD-00116,5abc,?,0.05
OI-0010443,ORD-0005564,PROD-00289,2,551.65,0.0
OI-0005701,ORD-0003047,PROD-00062,1,96.58,0.05
OI-0018134,ORD-0009673,PROD-00079,1,138.64,0.0
OI-0003745,ORD-0002013,PROD-00139,5,50.18,0.05
OI-0015129,ORD-0008083,PROD-00215,4,217.73,0.0
OI-0007815,ORD-0004178,PROD-00002,1,398.4,0.0
OI-0017801,ORD-0009500,PROD-00186,4,210.75,0.0
OI-0004951,ORD-0002649,PROD-00282,1,642.58abc,0.0
OI-0014063,ORD-0007519,PROD-00045,2,261.66,0.0
OI-0020623,ORD-0011014,PROD-00236,1,377.35,0.0
OI-0016478,ORD-0008790,PROD-00030,3,129.58,0.0
OI-0005605,ORD-0002999,PROD-00236,1,401.07,0.0
OI-0000015,ORD-0000008,PROD-00246,3,648.55,0.0
OI-0014977,ORD-0008006,PROD-00121,5,457.62,0.2
OI-0007395,ORD-0003952,PROD-00254,4,455.49,0.1
OI-0019821,ORD-0010577,PROD-00297,4,267.61,0.0
OI-0016856,ORD-0008998,PROD-00149,2,766.85,0.0
OI-0019897,ORD-0010620,PROD-00264,3,262.48,0.0
OI-0022276,ORD-0011886,PROD-00176,4,630.7,0.0
OI-0014867,ORD-0007944,PROD-00134,5,42.86,0.0
OI-0001198,ORD-0000647,PROD-00173,1,354.08,0.0
OI-0005913,ORD-0003160,PROD-00264,3,263.75,0.0
OI-0001200,ORD-0000648,PROD-00257,2,428.98,0.0
OI-0009981,ORD-0005313,PROD-00169,1,371.5,0.0
OI-0020253,ORD-0010816,PROD-00132,1,684.13,0.05
OI-0010663,ORD-0005688,PROD-00018,1,138.78,0.0
OI-0022375,ORD-0011946,PROD-00217,2,270.96,0.05
OI-0006280,ORD-0003347,PROD-00232,2,115.68,0.0
OI-0007612,ORD-0004069,PROD-00184,3,470.01,0.2
OI-0016445,ORD-0008777,PROD-00107,2,17.0,0.1
OI-0012562,ORD-0006716,PROD-00271,1,725.02,0.1
OI-0013658,ORD-0007305,PROD-00061,1,103.29,0.0
OI-0014769,ORD-0911882,PROD-00239,2,562.17,0.0
OI-0020347,ORD-0010859,PROD-00025,3,469.25,0.15
OI-0013840,ORD-0007403,PROD-00158,N/A,612.12,0.2
OI-0014114,ORD-0007543,PROD-00108,4,103.67,0.0
OI-0019020,ORD-0010156,PROD-00220,5,284.99,0.0
OI-0012070,ORD-0006458,PROD-00092,1,262.07,0.0
OI-0021224,ORD-0011345,PROD-00259,?,n/a,0.15
OI-0018374,ORD-0009813,PROD-00300,1,795.53,0.0
OI-0005171,ORD-0002766,PROD-00089,2,276.15,0.15
OI-0012670,ORD-0006773,PROD-00285,1,209.18,0.0
OI-0002977,ORD-0001600,PROD-00182,1,215.11,0.0
OI-0009641,ORD-0005128,PROD-00241,2,139.91,0.0
OI-0017249,ORD-0009205,PROD-00114,2,230.98,0.0
OI-0000159,ORD-0000089,PROD-00258,4,454.09,0.0
OI-0008221,ORD-0004389,PROD-00141,2,203.95,0.0
OI-0005952,ORD-0937149,PROD-00075,3,418.61,0.15
OI-0014423,ORD-0007705,PROD-00113,2,503.76,0.1
OI-0015607,ORD-0008322,PROD-00075,1,423.52,0.0
OI-0017442,ORD-0009304,PROD-00038,2,-697.84,0.0
OI-0020948,ORD-0011199,PROD-00033,1,82.58,0.0
OI-0019178,ORD-0010242,PROD-00294,5,472.15,0.0
OI-0015234,ORD-0008130,PROD-00214,1,251.44,0.05
OI-0018030,ORD-0009622,PROD-00260,1,684.21,0.1
OI-0014357,ORD-0007664,PROD-00206,3,733.85,0.0
OI-0013834,ORD-0007398,PROD-00268,5,620.03,0.0
OI-0007522,ORD-0004022,PROD-00180,2,717.06,0.1
OI-0007524,ORD-0959829,PROD-00261,1,118.69abc,0.0
OI-0009326,ORD-0004971,PROD-00151,3,76.79,0.05
OI-0017586,ORD-0009381,PROD-00038,1,696.69,0.0
OI-0007688,ORD-0004110,PROD-00061,2,97.92,0.0
OI-0001158,ORD-0000627,PROD-00135,2,461.19,0.1
OI-0019741,ORD-0010533,PROD-00146,2,513.54,0.0
OI-0006447,ORD-0003442,PROD-00159,1,544.1,0.0
OI-0019132,ORD-0010221,PROD-00090,1,695.94,0.0
OI-0022298,ORD-0011898,PROD-00114,5,240.05,0.0
OI-0018530,ORD-0009900,PROD-912348,3,127.61,0.0
OI-0015041,ORD-0008038,PROD-00166,0.89,491.74,0.0
OI-0003458,ORD-0001862,PROD-00183,2,545.08,0.05
OI-0011940,ORD-0006382,PROD-00221,2,$442.86,0.15
OI-0007746,ORD-0004136,PROD-00234,1,567.36,0.0
OI-0021620,ORD-0011545,PROD-00055,4,449.11,0.05
OI-0021925,ORD-0011709,PROD-00036,5,91.3,0.0
OI-0018421,ORD-0009838,PROD-00292,4,350.76,0.05
OI-0018972,ORD-0010129,PROD-00197,3,361.91,0.0
OI-0011259,ORD-0006002,PROD-00219,2,218.74,0.0
OI-0015549,ORD-0008291,PROD-00145,2,-734.73,0.15
OI-0010748,ORD-0005731,PROD-00229,3,629.87,0.0
OI-0017753,ORD-0009475,PROD-00043,1,705.38,0.05
OI-0005518,ORD-0002950,PROD-00078,-4.0,420.3,0.05
OI-0001529,ORD-0000824,PROD-00048,3,575.36,0.0
OI-0018041,ORD-0009628,PROD-00121,1,443.98,0.0
OI-0017784,ORD-0926661,PROD-00057,1,87.42,0.1
OI-0002305,ORD-0001245,PROD-00133,1,59.48,0.2
OI-0012213,ORD-0006538,PROD-971687,3,$575.6,0.0
OI-0009705,ORD-0005168,PROD-00240,1,394.43abc,0.05
OI-0017701,ORD-0009447,PROD-00028,1,325.28,0.0
OI-0014065,ORD-0007519,PROD-00106,1,447.94,0.2
OI-0019900,ORD-0010621,PROD-00248,2,36.92,0.0
OI-0008962,ORD-0004777,PROD-00196,1,307.47,0.0
OI-0011648,ORD-0006218,PROD-00017,2,625.2,0.0
OI-0001455,ORD-0000785,PROD-00169,1,381.37,0.0
OI-0006611,ORD-0003536,PROD-00041,1,389.13,0.1
OI-0020414,ORD-0010894,PROD-00043,3,671.4,0.0
OI-0019048,ORD-0010172,PROD-00018,1,137.42,0.0
OI-0020244,ORD-0010809,PROD-00153,5,14.7,0.2
OI-0020380,ORD-0010875,PROD-00041,4,374.24,0.0
OI-0022076,ORD-0011789,PROD-960687,5,551.54,0.0
OI-0009333,ORD-0004974,PROD-00271,5,776.26,0.15
OI-0003877,ORD-0964975,PROD-00082,2,177.08,0.0
OI-0009878,ORD-0005257,PROD-00080,2.88,551.4,0.0
OI-0021654,ORD-0011562,PROD-00084,2,424.19,0.0
OI-0008761,ORD-0004674,PROD-00063,5,366.52,0.0
OI-0015300,ORD-0008162,PROD-00159,4,500.38,0.0
OI-0012240,ORD-0006547,PROD-00021,1,31.27,0.0
OI-0010278,ORD-0005476,PROD-00147,2,136.72,0.05
OI-0022305,ORD-0011902,PROD-00208,3,579.9,0.0
OI-0006219,ORD-0003320,PROD-00157,2,790.09,0.0
OI-0019441,ORD-0010376,PROD-00274,1,654.01,0.0
OI-0019540,ORD-0010427,PROD-00233,5,591.34,0.0
OI-0008749,ORD-0004669,PROD-00025,1,$467.77,0.0
OI-0021658,ORD-0011564,PROD-00076,2,382.43,0.0
OI-0013771,ORD-0007363,PROD-00262,5,707.31,0.1
OI-0012307,ORD-0006583,PROD-00222,1,684.83,0.0
OI-0001420,ORD-0000769,PROD-00095,5,567.37,0.05
OI-0009589,ORD-0005104,PROD-00200,2,154.46,0.2
OI-0007998,ORD-0004278,PROD-00193,1,270.02,0.0
OI-0010176,ORD-0005421,PROD-00188,1,381.49,0.2
OI-0014239,ORD-0007610,PROD-00099,1,4052.76,0.0
OI-0010120,ORD-0005387,PROD-00129,4,428.04,0.15
OI-0003642,ORD-0001957,PROD-00243,2,529.68,0.1
OI-0004994,ORD-0926997,PROD-00018,2,135.4,0.0
OI-0006078,ORD-0003252,PROD-00030,1,123.5,0.0
OI-0006418,ORD-0003427,PROD-00013,5,371.0,0.0
OI-0019418,ORD-0010364,PROD-00140,1,143.04,0.0
OI-0018975,ORD-0010131,PROD-00223,$1,498.24,0.0
OI-0015688,ORD-0008365,PROD-00231,1,564.13abc,0.0
OI-0012884,ORD-0006891,PROD-00137,unknown,453.84,0.0
OI-0009422,ORD-0005019,PROD-00172,1,362.91,0.0
OI-0018497,ORD-0009883,PROD-00002,2,410.11,0.15
OI-0005912,ORD-0003160,PROD-00092,1,272.76,0.0
OI-0018386,ORD-0009819,PROD-00221,2,451.41abc,0.0
OI-0007875,ORD-0004214,PROD-00146,2,505.95,0.0
OI-0006319,ORD-0003375,PROD-908520,1,517.82,0.0
OI-0017313,ORD-0009240,PROD-00230,5,432.34,0.0
OI-0010685,ORD-0005699,PROD-00054,2,394.37,0.0
OI-0018067,ORD-0009642,PROD-00238,2,694.53,0.0
OI-0009675,ORD-0005149,PROD-946452,1,499.67,0.05
OI-0008522,ORD-0004548,PROD-00293,1,22.15,0.0
OI-0020608,ORD-0011005,PROD-00114,5,238.65,0.0
OI-0017036,ORD-0009087,PROD-00147,4,139.91,0.0
OI-0016438,ORD-0008772,PROD-00162,3,56.55,0.0
OI-0002655,ORD-0001429,PROD-00079,5,130.55,0.1
OI-0010340,ORD-0005512,PROD-00282,5,676.11,0.0
OI-0014642,ORD-0007814,PROD-00198,3.59,620.92,0.0
OI-0002924,ORD-0001569,PROD-00174,5,603.7,0.0
OI-0003240,ORD-0001745,PROD-00258,3,482.82,0.0
OI-0021327,ORD-0011392,PROD-00011,4,11.47,0.2
OI-0000806,ORD-0000436,PROD-00288,2,460.03,0.0
OI-0017626,ORD-0009403,PROD-00108,4,98.71,0.1
OI-0006316,ORD-0003373,PROD-00099,3,116.41,0.0
OI-0000295,ORD-0000158,PROD-00154,1,122.07,0.0
OI-0000830,ORD-0904955,PROD-00081,1,$355.38,0.0
OI-0011542,ORD-0006160,PROD-00111,2,818.65,0.15
OI-0013653,ORD-0007302,PROD-00124,2,10551.48,0.0
OI-0021304,ORD-0011380,PROD-00225,1,17.14,0.0
OI-0016354,ORD-0008730,PROD-00232,1,N/A,0.05
OI-0005550,ORD-0002969,PROD-00255,5,17.98,0.0
OI-0009947,ORD-0005293,PROD-00049,4,254.19,0.0
OI-0006301,ORD-0003360,PROD-00146,1,549.6,0.0
OI-0021601,ORD-0011535,PROD-00029,5,681.25,0.05
OI-0001548,ORD-0000835,PROD-00202,-3.0,609.97,0.0
OI-0018700,ORD-0009986,PROD-00010,3,175.93,0.05
OI-0003047,ORD-0001640,PROD-00238,1,739.19,0.0
OI-0021360,ORD-0011408,PROD-00181,3,289.55,0.1
OI-0001951,ORD-0916526,PROD-00196,1,311.41,0.05
OI-0009743,ORD-0005191,PROD-00043,3,682.95,0.0
OI-0018281,ORD-0009760,PROD-00074,2,560.55,0.1
OI-0014649,ORD-0007818,PROD-00130,1,388.85,0.0
OI-0009535,ORD-0005078,PROD-00184,2,459.18,0.05
OI-0010550,ORD-0005623,PROD-00209,2,710.51,0.0
OI-0008523,ORD-0004549,PROD-00126,1,269.04,0.0
OI-0007596,ORD-0004061,PROD-00087,2,603.18,0.1
OI-0004625,ORD-0002481,PROD-00184,1,460.12,0.1
OI-0000696,ORD-0000380,PROD-911781,5,473.48,0.15
OI-0000337,ORD-0000182,PROD-00073,1,770.03,0.0
OI-0002997,ORD-0001611,PROD-00003,1,743.66,0.0
OI-0002644,ORD-0001423,PROD-00162,2,60.9,0.05
OI-0011096,ORD-0005908,PROD-00114,4,240.04,0.0
OI-0019499,ORD-0010405,PROD-00274,3,669.34,0.0
OI-0010821,ORD-0005770,PROD-00133,1,61.58,0.0
OI-0014812,ORD-0007912,PROD-00009,-3.0,$27.18,0.05
OI-0021218,ORD-0011343,PROD-00101,1,106.95,0.1
OI-0018709,ORD-0009990,PROD-00111,1,866.33,0.0
OI-0018283,ORD-0009760,PROD-00202,1,601.43,0.15
OI-0015555,ORD-0008295,PROD-00025,2,459.81,0.0
OI-0004696,ORD-0002516,PROD-00067,1,43451.44,0.0
OI-0005998,ORD-0003204,PROD-00134,1,42.24,0.2
OI-0016261,ORD-0008677,PROD-00038,1,649.39,0.1
OI-0011774,ORD-0006286,PROD-00256,2,637.6,0.0
OI-0020136,ORD-0010742,PROD-00095,4,602.33,0.0
OI-0005826,ORD-0003110,PROD-00010,3,188.96,0.1
OI-0005396,ORD-0002883,PROD-00145,3,715.58,0.05
OI-0014277,ORD-0007628,PROD-00085,2,207.16,0.1
OI-0022425,ORD-0011974,PROD-00127,3.25,46.16,0.0
OI-0017877,ORD-0009541,PROD-00097,2,594.07,0.05
OI-0000731,ORD-0000398,PROD-00037,4,574.78,0.0
OI-0016016,ORD-0985287,PROD-00127,3,45.33,0.0
OI-0020776,ORD-0011096,PROD-00298,1,521.07,0.2
OI-0017174,ORD-0009166,PROD-00016,2,233.13,0.0
OI-0010109,ORD-0005382,PROD-00026,5,189.18,0.0
OI-0000655,ORD-0000355,PROD-00088,1,603.15,0.0
OI-0001633,ORD-0000883,PROD-00023,1,393.67,0.0
OI-0007785,ORD-0004161,PROD-00080,1,555.63,0.0
OI-0010319,ORD-0005500,PROD-00149,2,787.8,0.0
OI-0000646,ORD-0000351,PROD-00107,3,17.92,0.05
OI-0018957,ORD-0010118,PROD-00067,1,486.93,0.2
OI-0012689,ORD-0006784,PROD-00204,1,83.26,0.1
OI-0021962,ORD-0011730,PROD-00140,1,140.29,0.0
OI-0015041,ORD-0008038,PROD-00166,1,491.74,0.0
OI-0022176,ORD-0011837,PROD-00150,1,148.77,0.05
OI-0022294,ORD-0011895,PROD-00117,4,533.71,0.0
OI-0002774,ORD-0982472,PROD-00200,5,156.59,0.15
OI-0004646,ORD-0002492,PROD-00284,1,279.25,0.05
OI-0013423,ORD-0007178,PROD-00120,2,279.41,0.0
OI-0009642,ORD-0005129,PROD-00100,5,132.16abc,0.0
OI-0018486,ORD-0009878,PROD-00262,5,671.85,0.0
OI-0014991,ORD-0008011,PROD-00180,4,723.03,0.0
OI-0019810,ORD-0010572,PROD-00204,2,89.81,0.2
OI-0017567,ORD-0009371,PROD-00282,1,677.22,0.0
OI-0016253,ORD-0008673,PROD-00014,1,123.9,0.0
OI-0000193,ORD-0000106,PROD-00133,3,56.67,0.0
OI-0000162,ORD-0000091,PROD-00170,1,483.67,0.0
OI-0022134,ORD-0011815,PROD-00067,1,461.43,0.0
OI-0007838,ORD-0004192,PROD-00035,4,113.69,0.05
OI-0001060,ORD-0000575,PROD-00194,1,764.88,0.0
OI-0008120,ORD-0004340,PROD-00074,1,550.5,0.0
OI-0001988,ORD-0001082,PROD-00261,2,117.18,0.0
OI-0002796,ORD-0001500,PROD-00249,1,465.59,0.0
OI-0008352,ORD-0924570,PROD-00109,3,708.54,0.0
OI-0022106,ORD-0011801,PROD-00013,5,385.13,0.1
OI-0009565,ORD-0005091,PROD-00058,4,436.45,0.05
OI-0013143,ORD-0007032,PROD-00179,2,513.18,0.0
OI-0021058,ORD-0011254,PROD-00023,2,412.81,0.1
OI-0014898,ORD-0007964,PROD-00266,1,12.61,0.0
OI-0008955,ORD-0004773,PROD-00208,5,583.72,0.0
OI-0006532,ORD-0003494,PROD-00278,1,148.61,0.0
OI-0005809,ORD-0003102,PROD-00214,1,238.51,0.0
OI-0009437,ORD-0005028,PROD-00028,2,337.1,0.0
OI-0018759,ORD-0010013,PROD-00058,4,435.32,0.1
OI-0018363,ORD-0009808,PROD-00288,1,491.51,0.0
OI-0019692,ORD-0010507,PROD-00228,5,343.54,0.0
OI-0014120,ORD-0007546,PROD-00251,1,722.13,0.0
OI-0015111,ORD-0008075,PROD-00125,1,321.41,0.0
OI-0004074,ORD-0002177,PROD-00031,5,310.47,0.0
OI-0004277,ORD-0002284,PROD-00267,1,706.99,0.05
OI-0014446,ORD-0007714,PROD-00073,3,788.51,0.0
OI-0021903,ORD-0011696,PROD-00270,2,558.37,0.05
OI-0011855,ORD-0006335,PROD-00214,3,253.54,0.05
OI-0021387,ORD-0011426,PROD-00014,2,121.12,0.0
OI-0017883,ORD-0009545,PROD-00286,n/a,630.15,0.0
OI-0015594,ORD-0008316,PROD-00136,3,unknown,0.05
OI-0010764,ORD-0005740,PROD-00157,4,752.28,0.0
OI-0011200,ORD-0005965,PROD-00003,1,770.77,0.0
OI-0016439,ORD-0008773,PROD-00175,1,113.58,0.0
OI-0022306,ORD-0011903,PROD-00020,1,209.95,0.1
OI-0000147,ORD-0000082,PROD-00098,1,121.67,0.0
OI-0015243,ORD-0008133,PROD-00258,3,471.12,0.0
OI-0001401,ORD-0000759,PROD-00260,1,710.76,0.0
OI-0019878,ORD-0010610,PROD-00084,1,415.58,0.0
OI-0013724,ORD-0007339,PROD-00049,3,257.29,0.0
OI-0001091,ORD-0000591,PROD-00215,1,215.2,0.0
OI-0004133,ORD-0002205,PROD-00131,4,249.98,0.1
OI-0015074,ORD-0008056,PROD-00106,1,null,0.2
OI-0018107,ORD-0009661,PROD-00082,1,170.92,0.0
OI-0003224,ORD-0001738,PROD-00021,-1.0,31.59,0.0
OI-0008030,ORD-0004297,PROD-00211,1,879.36,0.0
OI-0010784,ORD-0005750,PROD-00262,5,678.43,0.0
OI-0000671,ORD-0000365,PROD-00218,1,482.12,0.0
OI-0010896,ORD-0005807,PROD-00049,4,255.14,0.0
OI-0003368,ORD-0001814,PROD-00171,1,720.09,0.0
OI-0001914,ORD-0001040,PROD-00039,3,198.25,0.0
OI-0000281,ORD-0000152,PROD-00024,1,582.22,0.0
OI-0005735,ORD-0003063,PROD-00263,1,285.8,0.0
OI-0005349,ORD-0002857,PROD-00031,1,307.04,0.0
OI-0016898,ORD-0009019,PROD-00135,5,449.13,0.05
OI-0006177,ORD-0003301,PROD-00230,1,430.63,0.0
OI-0005967,ORD-0003187,PROD-00267,2,730.59,0.0
OI-0001600,ORD-0000862,PROD-00280,5,444.68,0.0
OI-0010759,ORD-0005737,PROD-00124,4,152.77,0.0
OI-0001127,ORD-0000613,PROD-00283,1,235.71,0.0
OI-0019133,ORD-0010221,PROD-00023,-2.0,395.52,0.15
OI-0007445,ORD-0003980,PROD-00129,4,448.59,0.0
OI-0011634,ORD-0006208,PROD-00011,1,11.28,0.0
OI-0001644,ORD-0000889,PROD-00077,1,83.54,0.0
OI-0004444,ORD-0002378,PROD-00088,5,632.7,0.0
OI-0011639,ORD-0006211,PROD-00277,4,43.99,0.05
OI-0002947,ORD-0001585,PROD-00232,1,114.01,0.2
OI-0013936,ORD-0007458,PROD-00057,2,89.19,0.0
OI-0002874,ORD-0001540,PROD-00086,2,823.47,0.05
OI-0017803,ORD-0009501,PROD-00258,1,485.57,0.0
OI-0003155,ORD-0001702,PROD-00239,2,548.1,0.0
OI-0017359,ORD-0009265,PROD-00173,1,335.76,0.0
OI-0000904,ORD-0000487,PROD-00259,2,79.86,0.0
OI-0012483,ORD-0006680,PROD-00147,2,134.72,0.2
OI-0013261,ORD-0007089,PROD-00295,4,919.6,0.0
OI-0022286,ORD-0011891,PROD-00022,1,578.67,0.05
OI-0009543,ORD-0005081,PROD-00212,2,53.33,0.0
OI-0007779,ORD-0004158,PROD-00056,2,181.94,0.0
OI-0021895,ORD-0011691,PROD-00153,1,14.75,0.0
OI-0010389,ORD-0005535,PROD-00255,4,18.79,0.0
OI-0002450,ORD-0001321,PROD-00152,2,101.83,0.0
OI-0018154,ORD-0009685,PROD-00203,1,454.05,0.0
OI-0010043,ORD-0005348,PROD-00136,3,245.42,0.0
OI-0019266,ORD-0010289,PROD-00179,1,519.04,0.05
OI-0015194,ORD-0008112,PROD-00134,1,43.09,0.0
OI-0006470,ORD-0003454,PROD-00042,1,533.51,0.0
OI-0013105,ORD-0007013,PROD-00196,3,317.12,0.0
OI-0010222,ORD-0005445,PROD-00285,3,195.61,0.0
OI-0018408,ORD-0009831,PROD-00216,2,514.74,0.1
OI-0018183,ORD-0009703,PROD-00090,4,695.93,0.0
OI-0021524,ORD-0011499,PROD-00027,1,945.47,0.0
OI-0016772,ORD-0008948,PROD-00238,1,739.28,0.05
OI-0019846,ORD-0010591,PROD-00195,1,379.43,0.0
OI-0004195,ORD-0002244,PROD-00149,5,787.38,0.0
OI-0004327,ORD-0002312,PROD-00210,2,625.55,0.0
OI-0000161,ORD-0000091,PROD-00113,1,508.33,0.0
OI-0007342,ORD-0003923,PROD-00194,1,723.44,0.0
OI-0005400,ORD-0926473,PROD-00092,1,261.26,0.05
OI-0000246,ORD-0958438,PROD-00182,4,204.2,0.15
OI-0020417,ORD-0010895,PROD-00224,2,129.43,0.0
OI-0007033,ORD-0003756,PROD-00041,3,373.03,0.0
OI-0007828,ORD-0004185,PROD-00163,1,274.35,0.0
OI-0011254,ORD-0006000,PROD-00172,2,347.35,0.0
OI-0016033,ORD-0008550,PROD-00053,2,447.44,0.0
OI-0015680,ORD-0008360,PROD-00239,4,524.75,0.2
OI-0017071,ORD-0009104,PROD-00192,3,622.52,0.0
OI-0001724,ORD-0000931,PROD-00204,5,88.81,0.0
OI-0010487,ORD-0005588,PROD-00020,2,197.54,0.0
OI-0009136,ORD-0004868,PROD-00030,2,123.29,0.0
OI-0009992,ORD-0005320,PROD-00139,3,51.56,0.0
OI-0005321,ORD-0002845,PROD-00116,1,642.74,0.0
OI-0019815,ORD-0010574,PROD-00154,1,114.71,0.0
OI-0012840,ORD-0006866,PROD-00272,3abc,675.75,0.1
OI-0015843,ORD-0008453,PROD-929505,3,645.31,0.0
OI-0016022,ORD-0008544,PROD-00062,3,92.07,0.0
OI-0013233,ORD-0007077,PROD-00138,2,253.78,0.0
OI-0018273,ORD-0009754,PROD-00204,1,87.39,0.0
OI-0008260,ORD-0004410,PROD-00170,1,499.99,0.05
OI-0003005,ORD-0001615,PROD-00213,1,979.82,0.0
OI-0002321,ORD-0001252,PROD-00225,3,17.9,0.05
OI-0017746,ORD-0009469,PROD-00198,5,604.96abc,0.0
OI-0006233,ORD-0003327,PROD-00008,-5.0,124.35,0.0
OI-0005849,ORD-0916512,PROD-00184,5,472.79,0.05
OI-0003653,ORD-0001963,PROD-00251,3,762.77,0.0
OI-0014774,ORD-0007891,PROD-00275,1,212.7,0.0
OI-0009129,ORD-0004865,PROD-00275,3,205.67,0.0
OI-0014586,ORD-0007783,PROD-00091,1,477.2,0.0
OI-0005562,ORD-0002977,PROD-00256,2,676.12,0.0
OI-0011825,ORD-0006316,PROD-00079,-2.0,139.27,0.0
OI-0018215,ORD-0009722,PROD-00075,5,426.45,0.0
OI-0007207,ORD-0003846,PROD-00062,5,92.93,0.0
OI-0008160,ORD-0004360,PROD-00006,4,498.57,0.15
OI-0014002,ORD-0916438,PROD-00252,1,436.92,0.0
OI-0018370,ORD-0009812,PROD-00195,5,382.26,0.05
OI-0000390,ORD-0000214,PROD-00027,2,928.54,0.15
OI-0018562,ORD-0009919,PROD-00132,1,669.43,0.0
OI-0017090,ORD-0993710,PROD-00263,3,280.82,0.0
OI-0018987,ORD-0010137,PROD-00084,1,398.01,0.0
OI-0016158,ORD-0008621,PROD-00147,3,141.24,0.0
OI-0020684,ORD-0011050,PROD-00268,1,591.44,0.05
OI-0012669,ORD-0006773,PROD-00128,1.0,502.19,0.05
OI-0003367,ORD-0001814,PROD-00109,unknown,758.91,0.05
OI-0019174,ORD-0010240,PROD-00226,3,432.44,0.0
OI-0003341,ORD-0001803,PROD-00002,4,415.79,0.0
OI-0003821,ORD-0002049,PROD-00187,2,83.08,0.0
OI-0005954,ORD-0003181,PROD-00209,4,705.58,0.0
OI-0014452,ORD-0007718,PROD-00151,2,82.37,0.0
OI-0015040,ORD-0008037,PROD-00018,2,136.32,0.15
OI-0006964,ORD-0003718,PROD-00147,3,138.07,0.0
OI-0015294,ORD-0008159,PROD-00181,4,264.97,0.05
OI-0001387,ORD-0000752,PROD-00097,5,568.72,0.0
OI-0016481,ORD-0008792,PROD-00250,2,354.38,0.0
OI-0008714,ORD-0004651,PROD-00158,2,581.78,0.0
OI-0009135,ORD-0004867,PROD-00178,5,99.12,0.0
OI-0002073,ORD-0001126,PROD-00203,2,463.89,0.2
OI-0015747,ORD-0008399,PROD-00098,2,125.83,0.1
OI-0012164,ORD-0902769,PROD-00113,2,508.7,0.0
OI-0010338,ORD-0005511,PROD-00051,2,402.34,0.0
OI-0003332,ORD-0001796,PROD-00253,2,305.11,0.1
OI-0000808,ORD-0000437,PROD-00097,2,582.25,0.1
OI-0014608,ORD-0007795,PROD-00264,5,242.56,0.0
OI-0004987,ORD-0002669,PROD-00068,1,26.8,0.0
OI-0007346,ORD-0003925,PROD-00259,5,77.08,0.2
OI-0017940,ORD-0009577,PROD-00236,2,398.24,0.0
OI-0002077,ORD-0001129,PROD-00057,4,92.13,0.2
OI-0015755,ORD-0008402,PROD-00111,5,814.98,0.0
OI-0012417,ORD-0006645,PROD-00297,2,264.9,0.05
OI-0000037,ORD-0000017,PROD-00254,1,452.94,0.0
OI-0013809,ORD-0007385,PROD-00156,2,144.36,0.0
OI-0004301,ORD-0002300,PROD-00156,3,143.76,0.0
OI-0005178,ORD-0002771,PROD-00250,2,386.92,0.0
OI-0011451,ORD-0006109,PROD-00298,3,502.52,0.0
OI-0010331,ORD-0005508,PROD-00209,5,661.51,0.1
OI-0022028,ORD-0011766,PROD-00227,1,708.8,0.1
OI-0003406,ORD-0001834,PROD-00257,3,410.31,0.1
OI-0012110,ORD-0006476,PROD-00052,3,463.45,0.0
OI-0004002,ORD-0002136,PROD-00256,3,687.44,0.1
OI-0007741,ORD-0004133,PROD-00096,1,55866.12,0.2
OI-0011217,ORD-0005976,PROD-00028,2,352.26,0.0
OI-0013469,ORD-0007203,PROD-00009,1,26.86,0.0
OI-0019853,ORD-0010597,PROD-00161,4,507.14,0.0
OI-0014575,ORD-0007777,PROD-00022,1,626.41,0.15
OI-0003598,ORD-0001936,PROD-00276,1,218.0,0.1
OI-0001816,ORD-0000983,PROD-00271,4,754.62,0.0
OI-0003372,ORD-0001815,PROD-00065,4,88.99,0.0
OI-0001828,ORD-0000991,PROD-00105,2,197.66,0.0
OI-0007876,ORD-0004214,PROD-00276,2,218.31,0.0
OI-0010388,ORD-0005535,PROD-00202,5,627.74,0.0
